ui_number,ffl_number,ffl_type,ffl_proprietor,ffl_proprietor_2,ffl_address,ffl_city,ffl_state,ffl_zip,ffl_county,inspection_assign_date,inspection_complete_date,revocation_effective_date,final_disposition,revocation_warranted,violations,report_url
782065-2017-0274-B1B,5-74-029-07-9B-05968,Manufacturer,Helotes Tactical Firearms LLC,,14546 Old Bandera Rd,Helotes,TX,78023,Bexar,2017-03-31,2017-07-31,,Warning letter,N,"478.123(d), 478.123(b), 478.124(c)(1), 478.129(b)",https://atf-inspection-reports.s3.amazonaws.com/782065-2017-0274-B1B.pdf
778025-2016-0129-B1B,3-39-133-07-7J-04930,Manufacturer,Midwest Industries Inc.,Attn: Troy Storch,W292 S449B Hillside Road,Waukesha,WI,53189,Waukesha,2015-10-01,2016-04-15,,Warning letter,N,478.125(e),https://atf-inspection-reports.s3.amazonaws.com/778025-2016-0129-B1B.pdf
773015-2016-0274-B1B,4-31-037-01-6D-14166,Dealer,"Marshall, James P.",,3955 Koons Rd,New Madison,OH,45346,Darke,2016-01-15,2016-03-03,,Warning letter,N,"478.21(a), 478.124(c)(3)(i), 478.124(c)(3)(iv), 478.124(c)(5), 478.126a",https://atf-inspection-reports.s3.amazonaws.com/773015-2016-0274-B1B.pdf
775060-2016-0056-B1B,4-55-081-02-6F-01343,Pawnbroker,Flat Top Arms Inc,,701 South Eisenhower Dr,Beckley,WV,25801,Raleigh,2015-10-21,2016-03-23,,Warning letter,N,"478.124(c)(1), 478.124(c)(3)(iv), 478.126a",https://atf-inspection-reports.s3.amazonaws.com/775060-2016-0056-B1B.pdf
763050-2016-0304-B1B,1-56-107-02-7L-41474,Pawnbroker,"Reid & Sanderson, Inc.",Fairfield Jewelry & Pawn,901 W Vemon Avc.,Kinston,NC,28501,Lenoir,2016-03-21,2016-04-26,,Warning letter,N,"478.125(e), 478.102(c), 478.124(c)(3)(iv), 478.124(c)(1)",https://atf-inspection-reports.s3.amazonaws.com/763050-2016-0304-B1B.pdf
777040-2017-0195-B1B,5-72-063-01-7J-00631,Dealer,"Hooks, Patrick Wayne",Performance Fine Arts,21375 Hwy 1032,Denham Springs,LA,70726,Livingston Parish,2017-01-03,2017-06-23,,Warning letter,N,478.125(e),https://atf-inspection-reports.s3.amazonaws.com/777040-2017-0195-B1B.pdf
779055-2016-0041-B1B,5-43-099-02-6M-39180,Pawnbroker,Cic Industries Inc.,Pawn King,520 Jeffco Blvd.,Arnold,MO,63010,Jefferson,2015-10-02,2016-08-09,,Warning letter,N,"478.21(a), 478.99(c), 478.124(c)(1), 478.124(c)(3)(i), 478.124(c)(3)(iv), 478.124(c)(4), 478.124(c)(5), 478.125(e)",https://atf-inspection-reports.s3.amazonaws.com/779055-2016-0041-B1B.pdf
785090-2016-0036-B1B,9-86-009-07-6K-04208,Manufacturer,Artisian Enterprises LLC,M & M Guns,1672 N Peach St,Safford,AZ,85546,Graham,2015-10-01,2015-12-01,,Warning letter,N,"478.21(a), 478.126a, 478.124(a), 478.102(a), 478.129(b), 28 CFR 25.6(a), 478.102(a)(2)(ii)",https://atf-inspection-reports.s3.amazonaws.com/785090-2016-0036-B1B.pdf
777070-2017-0105-B1B,1-64-021-07-7K-03926,Manufacturer,Sum Gy Custom Firearms,Jesse Wayne Coffelt,9169 Barland Rd.,Pattison,MS,39144,Claiborne,2016-11-08,2017-03-15,,Warning letter,N,478.126a,https://atf-inspection-reports.s3.amazonaws.com/777070-2017-0105-B1B.pdf
774030-2017-0196-B1B,4-38-115-01-8G-06505,Dealer,Todd's Guns LLC,,8019 Summerfield Rd,Lambertville,MI,48144,Monroe,2016-12-28,2017-05-18,,Warning letter,N,"478.102(a)(1), 478.124(c)(3)(i), 478.124(c)(3)(iv), 478.125(e), 478.126a",https://atf-inspection-reports.s3.amazonaws.com/774030-2017-0196-B1B.pdf
763050-2017-0108-B1B,1-56-129-02-9E-40966,Pawnbroker,"Hanover Jewelry & Pawn, Inc.",Hanover Jewelry & Pawn,5601-a Carolina Beach Rd.,Wilmington,NC,28412,New Hanover,2016-11-07,2017-01-17,,Warning letter,N,"478.125(e), 478.124(c)(3)(iv), 478.124(c)(1), 478.124(c)(3)(i), 478.124(c)(5)",https://atf-inspection-reports.s3.amazonaws.com/763050-2017-0108-B1B.pdf
773015-2016-0244-B1B,4-31-021-01-7D-33515,Dealer,"Meginnes, Matthew John",,430 South Heck Hill Road,St. Paris,OH,43072,Champaign,2015-12-18,2016-01-22,,Warning letter,N,"478.124(c)(3)(i), 478.125(e)",https://atf-inspection-reports.s3.amazonaws.com/773015-2016-0244-B1B.pdf
785090-2017-0036-B1B,9-86-019-07-7G-07444,Manufacturer,P&C Investments LLC,Perfection Industrial Finishing,1155 E Palmdale St,Tucson,AZ,85714,Pima,2016-10-04,2016-11-03,,Warning letter,N,"478.123(a), 478.123(b), 478.21(a), 478.124(c)(1), 478.124(c)(3)(i), 478.124(c)(3)(iv), 478.124(c)(4), 478.103(d), 478.91",https://atf-inspection-reports.s3.amazonaws.com/785090-2017-0036-B1B.pdf
781085-2017-0218-B1B,5-75-121-01-6F-08651,Dealer,Bauer Precision LLC (01),,3801 N. Interstate 35 Suite 134,Denton,TX,76207,Denton,2017-03-09,2017-05-10,,Warning letter,N,"478.125(e), 18 USC 923(g)(5)(A)",https://atf-inspection-reports.s3.amazonaws.com/781085-2017-0218-B1B.pdf
776085-2015-0214-B1B,1-63-001-07-5H-04522,Manufacturer,Tac-1 Weapns Systems LLC,,631 County Rd. 47,Prattville,AL,36067,Autauga,2015-09-15,2015-10-29,,Warning letter,N,"478.123(a), 478.123(b), 479.102(a), 479.103",https://atf-inspection-reports.s3.amazonaws.com/776085-2015-0214-B1B.pdf
782075-2016-0155-B1B,5-76-201-01-6D-03945,Dealer,"PoseyRosa, LLC",,7062B Lakeview Haven Dr. #112,Houston,TX,77095,Harris,2016-03-04,2016-03-31,,Warning letter,N,"478.124(c)(1), 478.125(e)",https://atf-inspection-reports.s3.amazonaws.com/782075-2016-0155-B1B.pdf
773015-2017-0020-B1B,4-31-091-07-7H-00615,Manufacturer,"Johnson, James Douglas",Outer Limits Firearms,8141 State Route 245,De Graff,OH,43318,Champaign,2016-10-06,2016-11-18,,Warning letter,N,"478.124(c)(1), 478.123(a), 478.123(b), 478.123(d), 18 USC 923(g)(5)(A)",https://atf-inspection-reports.s3.amazonaws.com/773015-2017-0020-B1B.pdf
786040-2016-0207-B1B,9-77-099-01-9D-02103,Dealer,Sintex Security Services Inc.,Called2arms,501 Bangs Ave. Ste. D,Modesto,CA,95356,Stanislaus,2016-06-22,2016-10-25,,Warning letter,N,"478.21(a), 478.124(c)(1), 478.124(c)(5), 478.126a, 478.125(e)",https://atf-inspection-reports.s3.amazonaws.com/786040-2016-0207-B1B.pdf
760560-2016-0094-B1B,1-58-077-01-7B-33972,Dealer,"Ozmore, J William",Oz Cutlery,1 Court Square,Newnan,GA,30263,Coweta,2015-12-11,2016-05-11,,Warning letter,N,"478.124(c)(1), 478.125(e)",https://atf-inspection-reports.s3.amazonaws.com/760560-2016-0094-B1B.pdf
781110-2016-0037-B1B,5-75-381-01-5J-12260,Dealer,"Parr, George R III",,2758 Duniven Cir,Amarillo,TX,79109,Randall,2016-03-04,2016-06-10,,Warning letter,N,"478.124(c)(3)(i), 478.124(c)(1), 478.103(d), 478.103(b)",https://atf-inspection-reports.s3.amazonaws.com/781110-2016-0037-B1B.pdf
773030-2016-0082-B1B,4-34-155-01-7G-00616,Dealer,"Headley, John A",,448 Golf Drive,Brookfield,OH,44403,Trumbull,2015-10-08,2016-01-07,,Warning letter,N,"478.125(e), 478.124(a), 478.102(a)",https://atf-inspection-reports.s3.amazonaws.com/773030-2016-0082-B1B.pdf
776055-2016-0022-B1B,1-62-157-07-7F-05285,Manufacturer,Green Eagle Consulting LLC,,5705 Stage Road Ste 125,Memphis,TN,38134,Shelby,2015-10-01,2016-01-25,,Warning letter,N,"478.124(c)(3)(iv), 478.124(c)(5), 478.123(d), 479.131",https://atf-inspection-reports.s3.amazonaws.com/776055-2016-0022-B1B.pdf
765060-2016-0118-B1B,6-14-111-08-6C-00109,Importer,Numrich Importing LLC,,223 Williams Lane,Kingston,NY,12401,Ulster,2016-02-09,2016-03-17,,Warning letter,N,"478.122(b), 478.122(a)",https://atf-inspection-reports.s3.amazonaws.com/765060-2016-0118-B1B.pdf
785050-2016-0044-B1B,9-86-013-07-6A-05978,Manufacturer,Grayskull Armory LLC,Grayskull Armory,22871 West Solano Drive,Buckeye,AZ,85326,Maricopa,2015-10-01,2016-01-05,,Warning letter,N,"478.123(a), 478.123(d), 478.124(c)(1), 478.124(c)(5), 478.102(a)",https://atf-inspection-reports.s3.amazonaws.com/785050-2016-0044-B1B.pdf
772060-2017-0192-B1B,3-36-089-01-8G-05030,Dealer,Trident Custom Coatings LLC,,555 Plate Dr Unit 11,East Dundee,IL,60118,Kane,2017-02-07,2017-02-24,,Warning letter,N,"478.21(a), 478.124(c)(1), 478.124(c)(3)(iv), 478.124(c)(5), 478.126a, 478.102(a)(2)(ii)",https://atf-inspection-reports.s3.amazonaws.com/772060-2017-0192-B1B.pdf
762030-2017-0025-B1B,6-02-005-07-7J-01974,Manufacturer,Samson MFG Corp.,Samson MFG,4 Forge St,Keene,NH,03431,Cheshire,2016-10-03,2017-01-23,,Warning letter,N,478.36,https://atf-inspection-reports.s3.amazonaws.com/762030-2017-0025-B1B.pdf
774030-2017-0068-B1B,4-38-163-01-8M-00474,Dealer,Wolverine Shooting Sports Inic,,19999 Dix-toledo Rd,Brownstown,MI,48183,Wayne,2016-10-12,2017-01-30,,Warning letter,N,"478.21(a), 478.124(c)(1), 478.124(c)(3)(i), 478.124(c)(5), 478.102(d)(1)(i), 478.99(c)",https://atf-inspection-reports.s3.amazonaws.com/774030-2017-0068-B1B.pdf
775060-2016-0050-B1B,4-55-039-07-8L-02490,Manufacturer,J&J Oat LLC,Cocked & Locked,1591 Silas Kanawha 2 Mile Road,Charleston,WV,23312,Kanawha,2015-10-16,2016-05-16,,Warning letter,N,"478.126a, 478.124(c)(1)",https://atf-inspection-reports.s3.amazonaws.com/775060-2016-0050-B1B.pdf
775045-2016-0174-B1B,4-35-175-07-6C-05120,Manufacturer,Recoil Gunworks LLC,Recoil Gunworks,1904 N Shelby St,Salem,IN,47167,Washington,2016-02-25,2016-05-11,,Warning letter,N,"478.123(a), 478.123(b), 478.125(e), 478.124(c)(1), 478.21(a), 478.124(c)(3)(iv), 478.124(c)(4), 478.129(b)",https://atf-inspection-reports.s3.amazonaws.com/775045-2016-0174-B1B.pdf
785050-2016-0054-B1B,9-86-013-07-8H-02205,Manufacturer,Pioneer Machining And Weapons Systems Inc,,7215 B West Southern,Laveen,AZ,85339,Maricopa,2015-10-01,2016-05-03,,Warning letter,N,479.131,https://atf-inspection-reports.s3.amazonaws.com/785050-2016-0054-B1B.pdf
781050-2016-0090-B1B,5-73-143-07-7F-03650,Manufacturer,Flying Jupiter Management,Woodland Sports,7233 South 85th East Avenue,Tulsa,OK,74133,Tulsa,2015-10-05,2016-09-01,,Warning letter,N,"478.21(a), 478.126a",https://atf-inspection-reports.s3.amazonaws.com/781050-2016-0090-B1B.pdf
773030-2016-0168-B1B,4-34-157-07-9E-35236,Manufacturer,"Carman, Ronald Keith",,3808 Roxford Church Road SE,Dennison,OH,44621,Tuscarawas,2015-10-23,2016-07-26,,Warning letter,N,"478.102(a), 478.21(a), 478.123(a), 478.129(b), 478.124(c)(3)(iv)",https://atf-inspection-reports.s3.amazonaws.com/773030-2016-0168-B1B.pdf
785090-2017-0177-B1B,9-86-021-02-7H-01659,Pawnbroker,Good Guys Lending Group LLC,A Nice Pawn,826 E Jimmie Kerr Blvd,Casa Grande,AZ,85122,Pinal,2017-03-06,2017-04-24,,Warning letter,N,"478.124(c)(1), 478.21(a)",https://atf-inspection-reports.s3.amazonaws.com/785090-2017-0177-B1B.pdf
768035-2016-0075-B1B,1-54-103-07-7C-13825,Manufacturer,Dave's Trading Company. LLC.,Dave's Trading Company,50 E. Church St,Kilmarnock,VA,22482,Lancaster,2015-11-05,2015-12-21,,Warning letter,N,"478.21(a), 478.124(c)(1), 478.124(c)(3)(i), 478.124(c)(3)(iv), 478.124(c)(5), 478.125(e), 478.126a",https://atf-inspection-reports.s3.amazonaws.com/768035-2016-0075-B1B.pdf
767055-2016-0058-B1B,1-59-095-07-8M-05981,Manufacturer,Shooting Gallery Range Inc,,2911 W 39th Street #800,Orlando,FL,32839,Orange,2015-10-20,2016-05-02,,Warning letter,N,478.99(c)(9),https://atf-inspection-reports.s3.amazonaws.com/767055-2016-0058-B1B.pdf
768035-2016-0252-B1B,1-54-650-01-7D-22353,Dealer,"Wood, William L.",Wood's Orchards,183 E. Mercury Blvd,Hampton,VA,23669,Hampton City,2016-05-05,2017-03-28,,Warning letter,N,"478.21(a), 478.124(c)(1), 478.124(c)(3)(iv), 478.124(c)(5), 478.125(e)",https://atf-inspection-reports.s3.amazonaws.com/768035-2016-0252-B1B.pdf
785110-2015-0229-B1B,9-86-013-02-6M-38203,Pawnbroker,Windstream LLC,Chandler Pawn Center,792 North Arizona Avenue,Chandler,AZ,85224,Maricopa,2015-07-07,2015-09-28,,Warning letter,N,"478.125(e), 478.126a, 478.99(c)",https://atf-inspection-reports.s3.amazonaws.com/785110-2015-0229-B1B.pdf
779075-2015-0558-B1B,5-43-009-01-6F-11019,Dealer,Quick Draw Gun LLC,Quick Draw Gun,601 South Kyler,Monett,MO,65708,Barry,2015-09-14,2015-12-18,,Warning letter,N,"478.21(a), 478.124(c)(5), 478.102(a)(2)(i), 478.124(a), 478.125(e), 478.126a, 478.124(c)(3)(i), 478.124(c)(3)(iv), 478.124(c)(1)",https://atf-inspection-reports.s3.amazonaws.com/779075-2015-0558-B1B.pdf
781085-2017-0126-B1B,5-73-123-02-7H-37022,Pawnbroker,"Richardson, Jeremy Dayne",Richardson Pawn,302 East Main,Ada,OK,74820,Pontotoc,2016-12-06,2017-04-06,,Warning letter,N,"478.124(c)(3)(i), 478.124(c)(3)(iv), 478.124(c)(5), 478.102(c), 478.125(e)",https://atf-inspection-reports.s3.amazonaws.com/781085-2017-0126-B1B.pdf
762055-2016-0136-B1B,6-06-003-07-6B-01842,Manufacturer,Pada Hoyt Tools LLC,,1 Factory SQ. Ste LL,Southington,CT,06489,Hartford,2015-12-08,2017-06-30,,Warning conference,N,"478.92(a)(1)(ii), 478.102(a), 478.123(a), 478.123(b), 478.124(a)",https://atf-inspection-reports.s3.amazonaws.com/762055-2016-0136-B1B.pdf
781025-2016-0169-B1B,5-75-113-02-6B-00354,Pawnbroker,Olde Royal Sales Corp,Old Royal Jewelry And Loan,3012 Big Town Blvd #104,Mesquite,TX,75150,Dallas,2015-12-18,2016-02-02,,Warning letter,N,"478.124(c)(3)(i), 478.124(c)(3)(iv)",https://atf-inspection-reports.s3.amazonaws.com/781025-2016-0169-B1B.pdf
764075-2015-0277-B1B,1-59-099-02-7G-31422,Pawnbroker,Pawn Shop In Davie. Inc.,American Pawn,10045 Belvedere Rd,Royal Palm Beach,FL,33411,Palm Beach,2015-09-01,2015-11-18,,Warning letter,N,"478.21(a), 478.99(c)(9), 478.126a",https://atf-inspection-reports.s3.amazonaws.com/764075-2015-0277-B1B.pdf
784050-2016-0108-B1B,9-33-073-01-9D-01993,Dealer,San Diego County Fish & Game,,2082 Willow Glen Dr,El Cajon,CA,92019,San Diego,2015-12-31,2016-08-03,,Warning letter,N,"478.125(e), 478.126a, 478.124(c)(1), 478.124(c)(3)(i)",https://atf-inspection-reports.s3.amazonaws.com/784050-2016-0108-B1B.pdf
786040-2016-0251-B1B,9-77-029-01-7M-00056,Dealer,Valley Gun Inc.,,2728 Chester Ave,Bakersfield,CA,93301,Kern,2016-09-28,2017-04-20,,Warning letter,N,"478.21(a), 478.124(c)(1), 478.125(e), 478.126a",https://atf-inspection-reports.s3.amazonaws.com/786040-2016-0251-B1B.pdf
781085-2017-0246-B1B,5-75-121-08-8J-07693,Importer,NTX Firearms LLC,,1990 Justin Rd,Highland Village,TX,75067,Denton,2017-03-31,2017-07-16,,Warning letter,N,"478.122(b), 478.126a, 478.124(c)(3)(iv), 478.21(a), 478.124(c)(5)",https://atf-inspection-reports.s3.amazonaws.com/781085-2017-0246-B1B.pdf
782075-2014-0020-B1B,5-76-157-01-4G-28557,Dealer,"Fountain Firearms Investments, Inc.",,9478 Highway 6 South,Houston,TX,77083,Fort Bend,2013-10-01,2016-08-30,,Warning conference,Y,"478.21(a), 478.124(c)(1), 478.124(c)(3)(iv), 478.124(c)(5), 18 USC 923(g)(5)(A), 478.126a, 478.99(a), 478.99(c), 478.102(a), 478.53, 478.124(c)(3)(i), 478.124(c)(3)(iii), 478.128(c), 478.124(a), 478.125(e)",https://atf-inspection-reports.s3.amazonaws.com/782075-2014-0020-B1B.pdf
785110-2017-0190-B1B,9-86-013-01-0E-07324,Dealer,Ronald F. Sega Inc.,Guns Etc.,2910 S. Alma School Rd.,Mesa,AZ,85210,Maricopa,2017-04-05,2017-05-09,,Warning letter,N,"18 USC 923(g)(5)(A), 478.125(e)",https://atf-inspection-reports.s3.amazonaws.com/785110-2017-0190-B1B.pdf
782050-2016-0156-B1B,5-76-201-01-8K-29677,Dealer,"Desalle, Enrico Joseph",Brazley-doucet Guns & Ammo,15335 Iris Crossing LN,Houston,TX,77049,Harris,2016-02-05,2016-06-13,,Warning letter,N,"478.21(a), 478.124(c)(1), 478.124(c)(3)(i), 478.124(c)(4), 478.124(c)(5), 478.125(e)",https://atf-inspection-reports.s3.amazonaws.com/782050-2016-0156-B1B.pdf
763025-2017-0189-B1B,1-56-165-01-8A-01570,Dealer,ZV Pate Inc,,9160 Morgan St,Laurel Hill,NC,28351,Scotland,2017-02-06,2017-03-22,,Warning letter,N,478.125(e),https://atf-inspection-reports.s3.amazonaws.com/763025-2017-0189-B1B.pdf
787050-2016-0436-B1B,9-91-053-07-7L-02834,Manufacturer,Surplus Ammo & Arms LLC,,102 Puyallup Avenue,Tacoma,WA,98541,Pierce,2016-07-15,2016-12-28,,Warning letter,N,"478.21(a), 478.99(a), 478.99(c)(5), 478.102(c), 478.124(c)(1), 478.124(c)(3)(i), 478.124(c)(3)(iv), 478.124(c)(4), 478.124(c)(5), 478.123(a), 478.123(d)",https://atf-inspection-reports.s3.amazonaws.com/787050-2016-0436-B1B.pdf
776015-2017-0080-B1B,1-63-071-07-9F-06783,Manufacturer,"Butler, Matthew P",Gonzo Tactical,204 E Peachtree Street,Scottsboro,AL,35768,Jackson,2016-10-24,2017-02-23,,Warning letter,N,"478.92(a)(1)(ii)(C), 478.92(a)(1)(ii)(D)",https://atf-inspection-reports.s3.amazonaws.com/776015-2017-0080-B1B.pdf
785110-2015-0267-B1B,9-86-013-01-6J-04103,Dealer,Az Guns R US LLC,Az Guns R US,1831 E Indian School Road,Phoenix,AZ,85016,Maricopa,2015-08-26,2015-12-03,2017-02-15,Revocation/denial of renewal,Y,"478.21(a), 478.124(c)(1), 478.124(c)(3)(iv), 478.124(c)(5), 478.102(a), 478.131(a)(2), 478.124(a), 478.125(e), 478.124(c)(3)(i)",https://atf-inspection-reports.s3.amazonaws.com/785110-2015-0267-B1B.pdf
782110-2017-0161-B1B,5-74-479-01-9M-33472,Dealer,"Sanchez, Pedro Ricardo",,5916 N San Bernardo,Laredo,TX,78041,Webb,2017-01-04,2017-02-10,,Warning letter,N,"478.21(a), 478.124(c)(1), 478.124(c)(3)(i), 478.124(c)(3)(iv), 478.124(c)(4), 478.124(c)(5), 478.125(e)",https://atf-inspection-reports.s3.amazonaws.com/782110-2017-0161-B1B.pdf
777060-2017-0035-B1B,5-71-007-07-8K-03819,Manufacturer,"Bossler, LLC",Shooters,2021 E. Main St,Siloam Springs,AR,72761,Benton,2016-10-03,2017-01-04,,Warning letter,N,"478.123(a), 478.123(d), 478.21(a), 478.124(c)(1), 478.124(c)(3)(i), 478.124(c)(3)(iv), 478.124(c)(4), 478.124(c)(5)",https://atf-inspection-reports.s3.amazonaws.com/777060-2017-0035-B1B.pdf
773015-2017-0262-B1B,4-31-061-01-7H-03432,Dealer,"Costanzo, Dino",,"800 Compton Road, #33",Cincinnati,OH,45231,Hamilton,2016-12-12,2017-04-19,,Warning letter,N,"478.21(a), 478.124(c)(1), 478.124(c)(3)(iv), 478.124(c)(5), 478.102(a), 478.126a, 478.124(a), 478.125(e)",https://atf-inspection-reports.s3.amazonaws.com/773015-2017-0262-B1B.pdf
776085-2016-0030-B1B,1-63-023-07-8D-04301,Manufacturer,David Michael Cunningham,Daves Gunsmithing Services,292 Silas Branch Rd,Silas,AL,36919,Choctaw,2015-10-01,2016-02-19,,Warning letter,N,478.126a,https://atf-inspection-reports.s3.amazonaws.com/776085-2016-0030-B1B.pdf
766085-2017-0047-B1B,8-23-043-07-7C-04803,Manufacturer,Armor Specialties LLC,,3234 Peters Mountain Rd,Halifax,PA,17032,Dauphin,2016-10-03,2017-01-31,,Warning letter,N,"478.126a, 478.124(c)(1)",https://atf-inspection-reports.s3.amazonaws.com/766085-2017-0047-B1B.pdf
777060-2016-0309-B1B,5-71-051-02-9B-01608,Pawnbroker,"Quality Pawn, Inc.",,116 B Albert Pike Rd,Hot Springs,AR,71913,Garland,2016-05-24,2016-07-29,,Warning letter,N,"478.125(e), 478.21(a), 478.39a, 478.102(a), 478.124(c)(1), 478.124(c)(3)(i), 478.124(c)(3)(iv), 478.124(c)(4), 478.124(c)(5), 478.131(a)(2)",https://atf-inspection-reports.s3.amazonaws.com/777060-2016-0309-B1B.pdf
779025-2017-0017-B1B,5-48-041-01-9H-15351,Dealer,"Bowers, Michael A.",,1703 Parkplace CT,Abilene,KS,67410,Dickinson,2016-10-03,2017-04-17,,Warning letter,N,478.125(e),https://atf-inspection-reports.s3.amazonaws.com/779025-2017-0017-B1B.pdf
773030-2016-0335-B1B,4-34-099-01-7L-04719,Dealer,Buckeye Firearms Of Austintown Ohio LLC,National Armory,5466 Mahoning Avenue,Austintown,OH,44515,Mahoning,2016-01-05,2016-04-27,,Warning letter,N,"478.21(a), 478.124(c)(1), 478.124(c)(3)(i), 478.124(c)(3)(iv), 478.124(c)(4), 478.124(c)(5), 478.126a, 478.125(e)",https://atf-inspection-reports.s3.amazonaws.com/773030-2016-0335-B1B.pdf
774050-2016-0091-B1B,4-38-165-01-6J-00781,Dealer,MC Sports,,8873 East 34 Road,Cadillac,MI,49512,Wexford,2015-10-30,2016-03-10,,Warning letter,N,"478.125(e), 478.124(c)(1), 478.102(a)(2)(ii)",https://atf-inspection-reports.s3.amazonaws.com/774050-2016-0091-B1B.pdf
777070-2016-0360-B1B,1-64-011-07-6K-03548,Manufacturer,"Sherwood Tactical, LLC",,3925 Hwy 61 N,Cleveland,MS,38732,Bolivar,2016-06-30,2016-09-02,,Warning letter,N,478.123(d),https://atf-inspection-reports.s3.amazonaws.com/777070-2016-0360-B1B.pdf
778035-2017-0091-B1B,3-41-003-01-8A-01773,Dealer,"Capra, Dean","Capras Sporting Goods, Inc.",8565 Hwy 65 NE,Blaine,MN,55434,Anoka,2016-10-06,2017-04-13,,Warning letter,N,"478.21(a), 478.124(c)(1), 478.124(c)(3)(i), 478.124(c)(3)(iv), 478.124(c)(4), 478.124(c)(5), 478.102(a)(2)(ii), 478.102(c), 478.126a, 478.125(e)",https://atf-inspection-reports.s3.amazonaws.com/778035-2017-0091-B1B.pdf
779025-2017-0156-B1B,5-48-137-02-8B-15858,Pawnbroker,"Sanko, Theodore J",Northwest Kansas Pawnbrokers,112 N Norton,Norton,KS,67654,Norton,2016-10-03,2017-04-26,,Warning letter,N,"478.125(e), 478.124(c)(1), 478.124(c)(3)(i), 478.124(c)(4)",https://atf-inspection-reports.s3.amazonaws.com/779025-2017-0156-B1B.pdf
777070-2016-0251-B1B,1-64-099-01-7A-03714,Dealer,Walker Outdoors LLC,,214 James St,Union,MS,39365,Newton,2016-03-08,2016-04-11,,Warning letter,N,"478.102(a), 478.21(a), 478.124(a)",https://atf-inspection-reports.s3.amazonaws.com/777070-2016-0251-B1B.pdf
776055-2016-0019-B1B,1-62-043-07-7L-05799,Manufacturer,"Copes, Oscar C.",,2809 Locke Hollow Road,Dickson,TN,37055,Dickson,2015-10-01,2016-01-25,,Warning letter,N,"478.123(d), 478.21(a), 478.124(c)(1), 478.124(c)(3)(i), 478.124(c)(3)(iv), 478.124(c)(5)",https://atf-inspection-reports.s3.amazonaws.com/776055-2016-0019-B1B.pdf
773015-2017-0160-B1B,4-31-017-01-9F-02894,Dealer,Howard Robinson,Robinson's Fine Guns,5326 Cotton Run Road,Hamilton,OH,45011,Butler,2016-10-14,2016-11-28,,Warning letter,N,"478.21(a), 478.124(c)(1), 478.124(c)(3)(iv), 478.124(c)(5), 478.102(a), 478.126a, 478.125(e)",https://atf-inspection-reports.s3.amazonaws.com/773015-2017-0160-B1B.pdf
777040-2017-0068-B1B,5-72-033-07-8M-04009,Manufacturer,A To Z Enterprises Of Zachary LLC,Double D Firearms,5557 Jane Marie St,Zachary,LA,70791,East Baton Rouge Parish,2016-10-04,2017-02-08,,Warning letter,N,"478.123(a), 478.123(d), 478.21(a), 478.124(c)(1), 478.124(c)(3)(iv), 478.124(c)(5), 478.102(a), 478.124(a), 478.129(b), 478.126a",https://atf-inspection-reports.s3.amazonaws.com/777040-2017-0068-B1B.pdf
786040-2016-0188-B1B,9-68-061-01-7C-03985,Dealer,"Stein, Mark",Mark Stein Innovations,812 Atlantic Street Ste. A,Roseville,CA,95678,Placer,2016-06-08,2016-07-28,,Warning letter,N,"478.125(e), 478.21(a), 478.124(c)(1), 478.124(c)(3)(i), 478.124(c)(3)(iv), 478.124(c)(5), 478.99(c), 478.126a",https://atf-inspection-reports.s3.amazonaws.com/786040-2016-0188-B1B.pdf
777070-2016-0238-B1B,5-72-085-02-7E-37315,Pawnbroker,Deborah L. Merritt,Pendleton Gun & Pawn,30678 Hwy 191,Many,LA,71449,Sabine Parish,2016-02-25,2016-07-11,,Warning letter,N,478.125(e),https://atf-inspection-reports.s3.amazonaws.com/777070-2016-0238-B1B.pdf
767080-2017-0084-B1B,1-59-051-02-7J-31479,Pawnbroker,El Dorado Joyerias LLC,El Dorado,216 South Main Street Suite 4,La Belle,FL,33935,Lee,2017-01-23,2017-02-15,,Warning letter,N,"478.21(a), 478.124(c)(1), 478.124(c)(3)(i), 478.124(c)(3)(iv), 478.124(c)(4), 478.124(c)(5), 478.129(b)",https://atf-inspection-reports.s3.amazonaws.com/767080-2017-0084-B1B.pdf
781110-2016-0244-B1B,5-75-329-01-6K-09087,Dealer,Paul M Barnett,BPM Firearms And Smithing,1608 W Missouri Ave,Midland,TX,79701,Midland,2016-07-21,2016-08-12,,Warning letter,N,"478.21(a), 478.124(c)(5), 18 USC 923(g)(5)(A)",https://atf-inspection-reports.s3.amazonaws.com/781110-2016-0244-B1B.pdf
